"cell_group_name","cnv_name","state","chr","start","end","cnv_subclone","event"
"observation.observation_s41","chr10-region_2983",2,"chr10",134465,46030714,"Subclone_01","loss"
"observation.observation_s41","chr10-region_2985",2,"chr10",93306429,133421307,"Subclone_01","loss"
"observation.observation_s41","chr11-region_2987",4,"chr11",18606401,59212951,"Subclone_01","gain"
"observation.observation_s41","chr11-region_2989",4,"chr11",66070363,67469272,"Subclone_01","gain"
"observation.observation_s41","chr11-region_2990",5,"chr11",67483041,85636539,"Subclone_01","gain"
"observation.observation_s41","chr11-region_2991",4,"chr11",85647967,112269955,"Subclone_01","gain"
"observation.observation_s41","chr12-region_2994",4,"chr12",27710773,53727745,"Subclone_01","gain"
"observation.observation_s41","chr12-region_2995",5,"chr12",54230940,132956304,"Subclone_01","gain"
"observation.observation_s41","chr13-region_2997",4,"chr13",27435643,102679958,"Subclone_01","gain"
"observation.observation_s41","chr14-region_3000",4,"chr14",50418501,102139699,"Subclone_01","gain"
"observation.observation_s41","chr15-region_3002",2,"chr15",22838641,101652391,"Subclone_01","loss"
"observation.observation_s41","chr16-region_3003",4,"chr16",46407,1793700,"Subclone_01","gain"
"observation.observation_s41","chr16-region_3005",2,"chr16",11668414,30656440,"Subclone_01","loss"
"observation.observation_s41","chr17-region_3007",2,"chr17",439978,44067619,"Subclone_01","loss"
"observation.observation_s41","chr17-region_3009",2,"chr17",64319415,83095119,"Subclone_01","loss"
"observation.observation_s41","chr18-region_3010",2,"chr18",158383,80046397,"Subclone_01","loss"
"observation.observation_s41","chr19-region_3011",1,"chr19",507497,1981338,"Subclone_01","loss"
"observation.observation_s41","chr19-region_3012",2,"chr19",2037465,18434562,"Subclone_01","loss"
"observation.observation_s41","chr19-region_3014",2,"chr19",42297033,51372715,"Subclone_01","loss"
"observation.observation_s41","chr19-region_3016",4,"chr19",54572920,58558960,"Subclone_01","gain"
"observation.observation_s41","chr20-region_3017",4,"chr20",407498,20033655,"Subclone_01","gain"
"observation.observation_s41","chr20-region_3019",4,"chr20",41028818,49096960,"Subclone_01","gain"
"observation.observation_s41","chr20-region_3020",5,"chr20",49113339,63216234,"Subclone_01","gain"
"observation.observation_s41","chr20-region_3021",6,"chr20",63520724,64287821,"Subclone_01","gain"
"observation.observation_s41","chr21-region_3023",2,"chr21",43772511,46665124,"Subclone_01","loss"
"observation.observation_s41","chr22-region_3025",2,"chr22",24011192,50628173,"Subclone_01","loss"
"observation.observation_s48","chr1-region_3027",2,"chr1",1541673,30757820,"Subclone_01","loss"
"observation.observation_s48","chr1-region_3029",4,"chr1",33323623,46616843,"Subclone_01","gain"
"observation.observation_s48","chr1-region_3031",4,"chr1",151291797,161375340,"Subclone_01","gain"
"observation.observation_s48","chr1-region_3033",2,"chr1",184051677,206772494,"Subclone_01","loss"
"observation.observation_s48","chr2-region_3035",4,"chr2",217730,30323730,"Subclone_01","gain"
"observation.observation_s48","chr2-region_3037",4,"chr2",61187463,85597613,"Subclone_01","gain"
"observation.observation_s48","chr2-region_3039",4,"chr2",101271219,156342348,"Subclone_01","gain"
"observation.observation_s48","chr4-region_3042",2,"chr4",425815,87983426,"Subclone_01","loss"
"observation.observation_s48","chr5-region_3045",4,"chr5",177133025,181248096,"Subclone_01","gain"
"observation.observation_s48","chr6-region_3046",4,"chr6",291630,6321013,"Subclone_01","gain"
"observation.observation_s48","chr6-region_3048",2,"chr6",18387350,32969094,"Subclone_01","loss"
"observation.observation_s48","chr6-region_3050",4,"chr6",34877778,52284881,"Subclone_01","gain"
"observation.observation_s48","chr6-region_3052",2,"chr6",96889313,170584692,"Subclone_01","loss"
"observation.observation_s48","chr7-region_3053",4,"chr7",192969,20415754,"Subclone_01","gain"
"observation.observation_s48","chr8-region_3056",4,"chr8",65717510,145056030,"Subclone_01","gain"
"observation.observation_s48","chr9-region_3057",5,"chr9",14521,37436990,"Subclone_01","gain"
"observation.observation_s48","chr9-region_3058",4,"chr9",37582646,91423862,"Subclone_01","gain"
"observation.observation_s48","chr10-region_3060",2,"chr10",134465,72089032,"Subclone_01","loss"
"observation.observation_s48","chr11-region_3063",4,"chr11",14504874,62556235,"Subclone_01","gain"
"observation.observation_s48","chr11-region_3065",4,"chr11",68154863,95832693,"Subclone_01","gain"
"observation.observation_s48","chr11-region_3067",2,"chr11",118304545,134253370,"Subclone_01","loss"
"observation.observation_s48","chr12-region_3069",2,"chr12",66135846,93442262,"Subclone_01","loss"
"observation.observation_s48","chr12-region_3071",4,"chr12",109850943,123272334,"Subclone_01","gain"
"observation.observation_s48","chr13-region_3074",2,"chr13",97953658,114305817,"Subclone_01","loss"
"observation.observation_s48","chr14-region_3076",2,"chr14",74881891,105626066,"Subclone_01","loss"
"observation.observation_s48","chr15-region_3079",4,"chr15",60488284,78299794,"Subclone_01","gain"
"observation.observation_s48","chr16-region_3082",4,"chr16",1349240,15888625,"Subclone_01","gain"
"observation.observation_s48","chr16-region_3084",2,"chr16",29806106,57253635,"Subclone_01","loss"
"observation.observation_s48","chr16-region_3086",4,"chr16",71845996,89968060,"Subclone_01","gain"
"observation.observation_s48","chr17-region_3088",2,"chr17",16380798,38853843,"Subclone_01","loss"
"observation.observation_s48","chr18-region_3090",2,"chr18",158383,80046397,"Subclone_01","loss"
"observation.observation_s48","chr19-region_3091",2,"chr19",507497,4124129,"Subclone_01","loss"
"observation.observation_s48","chr19-region_3093",4,"chr19",18279760,38618882,"Subclone_01","gain"
"observation.observation_s48","chr19-region_3095",4,"chr19",44747705,47515240,"Subclone_01","gain"
"observation.observation_s48","chr19-region_3096",5,"chr19",47745522,58558960,"Subclone_01","gain"
"observation.observation_s48","chr20-region_3098",4,"chr20",44196496,64287821,"Subclone_01","gain"
"observation.observation_s48","chr21-region_3100",4,"chr21",36320189,46665124,"Subclone_01","gain"
"observation.observation_s51","chr1-region_3102",2,"chr1",944204,34985353,"Subclone_03","loss"
"observation.observation_s51","chr1-region_3104",4,"chr1",40040233,44355260,"Subclone_03","gain"
"observation.observation_s51","chr1-region_3105",5,"chr1",44405194,89198932,"Subclone_03","gain"
"observation.observation_s51","chr1-region_3106",4,"chr1",89258950,97921049,"Subclone_03","gain"
"observation.observation_s51","chr1-region_3108",4,"chr1",117367449,146461859,"Subclone_03","gain"
"observation.observation_s51","chr1-region_3109",5,"chr1",148290889,151170297,"Subclone_03","gain"
"observation.observation_s51","chr1-region_3110",6,"chr1",151169987,156601496,"Subclone_03","gain"
"observation.observation_s51","chr1-region_3111",5,"chr1",156699606,160343400,"Subclone_03","gain"
"observation.observation_s51","chr1-region_3112",4,"chr1",160343272,161177968,"Subclone_03","gain"
"observation.observation_s51","chr1-region_3114",4,"chr1",179293714,201970661,"Subclone_03","gain"
"observation.observation_s51","chr1-region_3115",5,"chr1",201982372,218337983,"Subclone_03","gain"
"observation.observation_s51","chr1-region_3116",4,"chr1",219173844,228109312,"Subclone_03","gain"
"observation.observation_s51","chr2-region_3118",4,"chr2",217730,26290468,"Subclone_03","gain"
"observation.observation_s51","chr2-region_3120",2,"chr2",46580937,71435069,"Subclone_03","loss"
"observation.observation_s51","chr2-region_3122",4,"chr2",88885397,113134016,"Subclone_03","gain"
"observation.observation_s51","chr2-region_3124",2,"chr2",205681990,241686991,"Subclone_03","loss"
"observation.observation_s51","chr3-region_3125",5,"chr3",3144628,10152220,"Subclone_03","gain"
"observation.observation_s51","chr3-region_3126",4,"chr3",10293131,64024010,"Subclone_03","gain"
"observation.observation_s51","chr4-region_3129",2,"chr4",74097035,121227466,"Subclone_03","loss"
"observation.observation_s51","chr5-region_3132",2,"chr5",140401814,157395595,"Subclone_03","loss"
"observation.observation_s51","chr5-region_3134",2,"chr5",177592158,181248096,"Subclone_03","loss"
"observation.observation_s51","chr6-region_3135",4,"chr6",291630,18155074,"Subclone_03","gain"
"observation.observation_s51","chr6-region_3137",2,"chr6",28121795,44265788,"Subclone_03","loss"
"observation.observation_s51","chr6-region_3139",4,"chr6",96889313,132513198,"Subclone_03","gain"
"observation.observation_s51","chr7-region_3142",4,"chr7",38178222,93928610,"Subclone_03","gain"
"observation.observation_s51","chr8-region_3145",4,"chr8",30156297,43202855,"Subclone_03","gain"
"observation.observation_s51","chr8-region_3146",5,"chr8",47260575,63212786,"Subclone_03","gain"
"observation.observation_s51","chr8-region_3147",6,"chr8",65717510,102412841,"Subclone_03","gain"
"observation.observation_s51","chr8-region_3148",5,"chr8",102648779,124487914,"Subclone_03","gain"
"observation.observation_s51","chr8-region_3149",4,"chr8",124488485,145056030,"Subclone_03","gain"
"observation.observation_s51","chr9-region_3151",2,"chr9",15464066,98015943,"Subclone_03","loss"
"observation.observation_s51","chr10-region_3154",2,"chr10",17228259,70888784,"Subclone_03","loss"
"observation.observation_s51","chr10-region_3156",4,"chr10",84139440,101041244,"Subclone_03","gain"
"observation.observation_s51","chr11-region_3158",5,"chr11",167784,842545,"Subclone_03","gain"
"observation.observation_s51","chr11-region_3159",4,"chr11",842808,9265390,"Subclone_03","gain"
"observation.observation_s51","chr11-region_3161",2,"chr11",65711996,70384403,"Subclone_03","loss"
"observation.observation_s51","chr11-region_3163",2,"chr11",116843402,134253370,"Subclone_03","loss"
"observation.observation_s51","chr12-region_3164",2,"chr12",280129,27014434,"Subclone_03","loss"
"observation.observation_s51","chr12-region_3166",4,"chr12",112013316,113298585,"Subclone_03","gain"
"observation.observation_s51","chr12-region_3167",5,"chr12",113358566,120117502,"Subclone_03","gain"
"observation.observation_s51","chr12-region_3168",6,"chr12",120196686,132956304,"Subclone_03","gain"
"observation.observation_s51","chr13-region_3169",2,"chr13",19633681,114305817,"Subclone_03","loss"
"observation.observation_s51","chr14-region_3170",5,"chr14",20311368,23509862,"Subclone_03","gain"
"observation.observation_s51","chr14-region_3171",4,"chr14",23559565,31207804,"Subclone_03","gain"
"observation.observation_s51","chr14-region_3173",4,"chr14",69726900,88014811,"Subclone_03","gain"
"observation.observation_s51","chr14-region_3174",5,"chr14",89124871,106005574,"Subclone_03","gain"
"observation.observation_s51","chr14-region_3175",4,"chr14",106011922,106811131,"Subclone_03","gain"
"observation.observation_s51","chr16-region_3178",4,"chr16",2239395,29811164,"Subclone_03","gain"
"observation.observation_s51","chr17-region_3181",2,"chr17",9250471,43211689,"Subclone_03","loss"
"observation.observation_s51","chr17-region_3183",2,"chr17",63827152,77217101,"Subclone_03","loss"
"observation.observation_s51","chr17-region_3185",4,"chr17",81665036,83095119,"Subclone_03","gain"
"observation.observation_s51","chr18-region_3187",2,"chr18",49488453,80046397,"Subclone_03","loss"
"observation.observation_s51","chr19-region_3188",2,"chr19",507497,3574290,"Subclone_03","loss"
"observation.observation_s51","chr19-region_3190",4,"chr19",7522626,10339823,"Subclone_03","gain"
"observation.observation_s51","chr19-region_3191",5,"chr19",10350529,14091036,"Subclone_03","gain"
"observation.observation_s51","chr19-region_3192",4,"chr19",14091688,17214537,"Subclone_03","gain"
"observation.observation_s51","chr19-region_3194",4,"chr19",34172504,38292614,"Subclone_03","gain"
"observation.observation_s51","chr19-region_3195",5,"chr19",38251237,43670547,"Subclone_03","gain"
"observation.observation_s51","chr19-region_3196",4,"chr19",44747705,45070956,"Subclone_03","gain"
"observation.observation_s51","chr19-region_3198",2,"chr19",47113274,58558960,"Subclone_03","loss"
"observation.observation_s51","chr20-region_3199",5,"chr20",407498,3929882,"Subclone_03","gain"
"observation.observation_s51","chr20-region_3200",4,"chr20",4686236,18561415,"Subclone_03","gain"
"observation.observation_s51","chr20-region_3202",4,"chr20",34546854,36551447,"Subclone_03","gain"
"observation.observation_s51","chr20-region_3203",5,"chr20",36890229,53609907,"Subclone_03","gain"
"observation.observation_s51","chr20-region_3204",4,"chr20",54207847,59042909,"Subclone_03","gain"
"observation.observation_s51","chr21-region_3207",2,"chr21",33542618,46665124,"Subclone_03","loss"
"observation.observation_s51","chr22-region_3208",4,"chr22",17084954,22812281,"Subclone_03","gain"
"observation.observation_s51","chr22-region_3210",2,"chr22",31281593,50628173,"Subclone_03","loss"
"observation.observation_s52","chr1-region_3212",2,"chr1",9848276,28769775,"Subclone_01","loss"
"observation.observation_s52","chr1-region_3214",4,"chr1",33007940,42335877,"Subclone_01","gain"
"observation.observation_s52","chr1-region_3216",4,"chr1",100038097,153391188,"Subclone_01","gain"
"observation.observation_s52","chr1-region_3218",4,"chr1",212432887,247449108,"Subclone_01","gain"
"observation.observation_s52","chr2-region_3219",2,"chr2",217730,32618899,"Subclone_01","loss"
"observation.observation_s52","chr2-region_3221",4,"chr2",62196113,70248660,"Subclone_01","gain"
"observation.observation_s52","chr2-region_3222",5,"chr2",70281362,88886153,"Subclone_01","gain"
"observation.observation_s52","chr2-region_3223",4,"chr2",88947301,96305515,"Subclone_01","gain"
"observation.observation_s52","chr2-region_3225",2,"chr2",108534355,143768352,"Subclone_01","loss"
"observation.observation_s52","chr2-region_3227",4,"chr2",219195237,241686991,"Subclone_01","gain"
"observation.observation_s52","chr3-region_3229",2,"chr3",25718944,57273468,"Subclone_01","loss"
"observation.observation_s52","chr3-region_3231",4,"chr3",129278828,150763477,"Subclone_01","gain"
"observation.observation_s52","chr3-region_3232",5,"chr3",152243828,197956610,"Subclone_01","gain"
"observation.observation_s52","chr4-region_3234",4,"chr4",40191053,109824740,"Subclone_01","gain"
"observation.observation_s52","chr4-region_3235",5,"chr4",112274542,189963204,"Subclone_01","gain"
"observation.observation_s52","chr5-region_3237",2,"chr5",140673173,181248096,"Subclone_01","loss"
"observation.observation_s52","chr6-region_3238",4,"chr6",291630,24720836,"Subclone_01","gain"
"observation.observation_s52","chr6-region_3240",2,"chr6",28903002,42746096,"Subclone_01","loss"
"observation.observation_s52","chr6-region_3242",2,"chr6",133952170,170584692,"Subclone_01","loss"
"observation.observation_s52","chr7-region_3244",4,"chr7",10931951,74789315,"Subclone_01","gain"
"observation.observation_s52","chr7-region_3245",5,"chr7",75092573,87345515,"Subclone_01","gain"
"observation.observation_s52","chr7-region_3246",6,"chr7",87876216,100608175,"Subclone_01","gain"
"observation.observation_s52","chr7-region_3247",5,"chr7",100612102,102616757,"Subclone_01","gain"
"observation.observation_s52","chr7-region_3248",4,"chr7",103074881,116561184,"Subclone_01","gain"
"observation.observation_s52","chr8-region_3251",4,"chr8",53966552,81732903,"Subclone_01","gain"
"observation.observation_s52","chr8-region_3252",5,"chr8",86342738,103073051,"Subclone_01","gain"
"observation.observation_s52","chr8-region_3253",6,"chr8",103398635,145056030,"Subclone_01","gain"
"observation.observation_s52","chr9-region_3255",2,"chr9",33025211,89359662,"Subclone_01","loss"
"observation.observation_s52","chr9-region_3257",2,"chr9",121207794,137870016,"Subclone_01","loss"
"observation.observation_s52","chr10-region_3258",2,"chr10",134465,69104811,"Subclone_01","loss"
"observation.observation_s52","chr10-region_3260",4,"chr10",73782047,91284331,"Subclone_01","gain"
"observation.observation_s52","chr11-region_3262",6,"chr11",167784,564021,"Subclone_01","gain"
"observation.observation_s52","chr11-region_3263",5,"chr11",612553,3797792,"Subclone_01","gain"
"observation.observation_s52","chr11-region_3264",4,"chr11",3826978,46383837,"Subclone_01","gain"
"observation.observation_s52","chr11-region_3266",4,"chr11",63624087,65558930,"Subclone_01","gain"
"observation.observation_s52","chr11-region_3268",4,"chr11",72189558,117232525,"Subclone_01","gain"
"observation.observation_s52","chr12-region_3270",4,"chr12",280129,6466517,"Subclone_01","gain"
"observation.observation_s52","chr12-region_3272",2,"chr12",10226058,27756295,"Subclone_01","loss"
"observation.observation_s52","chr12-region_3274",4,"chr12",48653401,50100712,"Subclone_01","gain"
"observation.observation_s52","chr12-region_3275",5,"chr12",50111979,57132139,"Subclone_01","gain"
"observation.observation_s52","chr12-region_3276",4,"chr12",57128493,57756013,"Subclone_01","gain"
"observation.observation_s52","chr12-region_3278",2,"chr12",69348341,102062149,"Subclone_01","loss"
"observation.observation_s52","chr12-region_3280",4,"chr12",110452484,113185479,"Subclone_01","gain"
"observation.observation_s52","chr12-region_3281",5,"chr12",113221050,132956304,"Subclone_01","gain"
"observation.observation_s52","chr13-region_3283",4,"chr13",48303751,99386434,"Subclone_01","gain"
"observation.observation_s52","chr13-region_3284",5,"chr13",99501417,114305817,"Subclone_01","gain"
"observation.observation_s52","chr14-region_3285",4,"chr14",20311368,22881580,"Subclone_01","gain"
"observation.observation_s52","chr15-region_3288",2,"chr15",70047790,101652391,"Subclone_01","loss"
"observation.observation_s52","chr16-region_3289",4,"chr16",46407,2209416,"Subclone_01","gain"
"observation.observation_s52","chr17-region_3291",2,"chr17",439978,30469989,"Subclone_01","loss"
"observation.observation_s52","chr17-region_3293",4,"chr17",41754604,59401729,"Subclone_01","gain"
"observation.observation_s52","chr17-region_3295",2,"chr17",68535113,83095119,"Subclone_01","loss"
"observation.observation_s52","chr19-region_3297",2,"chr19",507497,5915877,"Subclone_01","loss"
"observation.observation_s52","chr19-region_3299",2,"chr19",15380048,36331718,"Subclone_01","loss"
"observation.observation_s52","chr19-region_3301",2,"chr19",42428288,50969673,"Subclone_01","loss"
"observation.observation_s52","chr20-region_3303",5,"chr20",407498,38435353,"Subclone_01","gain"
"observation.observation_s52","chr20-region_3304",4,"chr20",40685848,58911192,"Subclone_01","gain"
"observation.observation_s52","chr21-region_3306",4,"chr21",14485228,34143034,"Subclone_01","gain"
"observation.observation_s52","chr22-region_3309",2,"chr22",30425530,50628173,"Subclone_01","loss"
